name of image,area,perimeter,aspect_ratio,equi_diameter,extent,convex_area,solidity,majoraxis_length,minoraxis_length,eccentricity,Species
8.09,43550,1245.141257,0.386946387,235.4773496,0.611537057,48090.5,0.905584263,422.9702759,145.3530121,0.939098425,8
8.1,43434.5,1233.78592,0.371229698,235.1648847,0.629850638,47879.5,0.907162773,419.160614,145.4109192,0.937898502,8
8.11,42357.5,1094.589962,0.330254042,232.2310143,0.6840792,45401,0.932964032,426.6914978,132.7155762,0.950398775,8
8.12,42036.5,1105.761533,0.33256351,231.3493767,0.674180459,45222,0.929558622,428.5067444,133.139328,0.950506286,8
8.13,41575.5,1103.560522,0.328703704,230.0773146,0.677743545,45091,0.922035439,421.4661255,131.5808258,0.9500171,8
8.14,41641,1133.602153,0.329493088,230.2584806,0.670958074,44878.5,0.92786078,421.0986938,132.5275421,0.949185059,8
8.15,41798,1110.489456,0.331797235,230.6921466,0.668810804,45451,0.919627731,421.3587646,133.057251,0.948831978,8
8.16,41683.5,1127.359513,0.330254042,230.3759548,0.673194012,45460,0.916926969,427.5625305,131.7541504,0.95133721,8
8.17,42049.5,1137.158502,0.32718894,231.385147,0.682311612,45607.5,0.921986515,426.3335876,132.3278809,0.950610683,8
8.18,42290,1192.229571,0.315555556,232.0459014,0.661815336,46530,0.908875994,438.3106079,130.4838409,0.954660346,8
8.19,41624.5,1127.158502,0.32718894,230.2128568,0.675415396,44970,0.92560596,422.5413513,131.9582062,0.949984666,8
8.2,42023,1169.460018,0.318485523,231.3122249,0.654492501,45658.5,0.920376272,430.7037354,131.4673157,0.95227597,8
8.21,43252,1170.631592,0.325892857,234.6703151,0.661264677,47110.5,0.918096815,439.3969421,134.8221436,0.951762883,8
8.22,43671,1149.317883,0.325112108,235.8042497,0.675289934,47082,0.927551931,435.2355957,134.5651093,0.951004308,8
8.23,41410,1155.543279,0.325688073,229.6189225,0.668852565,44966.5,0.920907787,426.6954956,130.2486572,0.952272357,8
8.24,42008.5,1157.217377,0.316964286,231.2723144,0.660344882,45441,0.92446249,430.4425049,130.1039581,0.953226694,8
8.25,41955,1114.004174,0.324200913,231.1249989,0.674561065,45237.5,0.927438519,431.8451233,131.2991791,0.952658537,8
8.26,43338.5,1185.359513,0.321507761,234.9048574,0.662718862,47258,0.917061662,445.6523132,131.5671692,0.955428128,8
8.27,42139,1127.317882,0.329519451,231.6312612,0.669638317,45677.5,0.922532976,419.1887817,132.334549,0.948861715,8
8.28,43602,1163.317883,0.31938326,235.6178911,0.662342397,47721.5,0.913676226,442.8928223,133.4975739,0.953490885,8
8.29,34688,1181.744289,0.417789757,210.1574013,0.603217112,38688.5,0.89659718,360.8604431,132.2684631,0.930403739,8
9,34514,1156.43058,0.409703504,209.6296488,0.612037168,39470.5,0.874425204,358.9422607,132.6030579,0.929259649,9
9.01,34817.5,1235.099627,0.446866485,210.549324,0.578479099,42267,0.82375139,354.0268555,138.1021423,0.920776965,9
9.02,34657.5,1250.070189,0.444444444,210.0649888,0.572699782,40647,0.852645952,351.8109131,135.7034912,0.922612342,9
9.03,34599,1181.200132,0.421621622,209.8876247,0.599428274,39834,0.868579605,356.8853149,135.1071167,0.925571468,9
9.04,34484,1187.543279,0.444141689,209.5385226,0.576453085,40170.5,0.858440896,348.3531799,137.3136444,0.919033518,9
9.05,34648,1250.798113,0.42972973,210.0361963,0.588951215,41848.5,0.827938875,357.2327576,134.4205627,0.926504836,9
9.06,34977.5,1232.212325,0.447154472,211.0325477,0.574484684,42371,0.825505652,355.388092,138.9725952,0.920371729,9
9.07,34597,1236.028559,0.444141689,209.8815583,0.578342054,40781.5,0.848350355,350.7141113,138.5745697,0.918629012,9
9.08,34399,1173.543279,0.417344173,209.2801163,0.605339105,39482.5,0.871246755,357.0634766,134.8212433,0.925975579,9
9.09,34643.5,1246.898616,0.441416894,210.0225563,0.582694184,40661.5,0.85199759,354.8037109,135.5815735,0.924108075,9
9.1,34878.5,1242.55547,0.444444444,210.7336837,0.576351709,42399.5,0.822615833,356.677063,137.5128326,0.922691641,9
9.11,34483,1190.22957,0.428961749,209.5354844,0.600100936,39865,0.864994356,359.2444153,133.8012695,0.928051493,9
9.12,34504.5,1276.839741,0.442934783,209.6007964,0.575228394,41990.5,0.82172158,357.0490112,135.9434052,0.924681485,9
9.13,34590,1207.685414,0.441734417,209.8603246,0.575091027,40756,0.848709392,348.9521484,139.1595001,0.917041188,9
9.14,34332,1147.744289,0.41576087,209.0762063,0.609761296,39400.5,0.871359501,353.763916,135.7022552,0.923501203,9
9.15,34400,1149.259007,0.423913043,209.2831583,0.599219621,39459,0.871790973,354.4438171,134.6483002,0.925033246,9
9.16,34910.5,1203.501648,0.447154472,210.8303326,0.573384249,40594,0.859991624,354.3916931,137.9585876,0.921118292,9
9.17,34839.5,1227.099627,0.41509434,210.615833,0.609785767,41481,0.839890552,361.3985596,135.0322266,0.927574613,9
9.18,34621,1201.543278,0.442934783,209.9543433,0.577170579,40515,0.854523016,354.5588379,134.5984192,0.925141588,9
9.19,34703,1179.945299,0.412868633,210.2028352,0.604139828,39590,0.876559737,368.0387878,132.1978912,0.933262323,9
9.2,34866.5,1058.589961,0.384408602,210.697429,0.655434619,38152,0.913883938,361.1327209,128.6277466,0.934417897,9
9.21,34944.5,1104.790972,0.385638298,210.9329734,0.640948276,39561.5,0.883295628,365.4873047,130.4442902,0.93414064,9
9.22,34782.5,1149.158502,0.369680851,210.4434709,0.66551546,38406.5,0.905640972,367.762146,127.7528152,0.937724847,9
9.23,34929.5,1087.560523,0.369680851,210.8876968,0.668328103,38463,0.908132491,366.6396179,128.3595734,0.936713306,9
9.24,35632,1306.11182,0.398416887,212.9978203,0.622621398,42902.5,0.830534351,373.1376648,133.488739,0.933818695,9
9.25,35068.5,1122.531085,0.39893617,211.3068881,0.621781915,39555,0.886575654,366.9078674,133.3969116,0.93156665,9
9.26,35483,1232.229571,0.357894737,212.5520143,0.686590557,40511,0.875885562,382.3739319,127.6544342,0.942627235,9
9.27,34719,1059.376759,0.367021277,210.2512872,0.669114246,38272.5,0.907152655,365.2940674,128.331955,0.936258687,9
9.28,35177.5,1320.898617,0.362204724,211.6350257,0.669053597,40909,0.859896355,380.7786255,127.324852,0.942438246,9
9.29,35136.5,1240.472211,0.357894737,211.5116575,0.679885836,40575.5,0.865953593,383.4555664,127.4616394,0.943137578,9
